,transaction_id,client_id,transaction_amount,transaction_date,counterparty_id,counterparty_country,credit_debit,transaction_type
7191,T07192,C0479,829.62,2024-10-21T00:00:00,CP44731,Finland,debit,internal transfer
7192,T07193,C0301,9565.41,2024-06-19T00:00:00,CP72659,Denmark,credit,cash
7193,T07194,C0657,681.66,2024-02-11T00:00:00,CP92808,Sweden,debit,online payment
7194,T07195,C0568,1516.35,2024-06-02T00:00:00,CP33544,Denmark,credit,online payment
7195,T07196,C0877,1964.11,2024-06-02T00:00:00,CP59619,Finland,debit,internal transfer
7196,T07197,C0244,1409.09,2024-07-06T00:00:00,CP19777,Austria,debit,cash
7197,T07198,C0166,1956.55,2024-03-03T00:00:00,CP63460,Italy,credit,online payment
7198,T07199,C0280,2792.13,2024-11-24T00:00:00,CP90013,Belgium,debit,internal transfer
7199,T07200,C0178,4647.12,2024-12-04T00:00:00,CP60776,Austria,debit,wire
7200,T07201,C0296,392.11,2024-11-01T00:00:00,CP75681,Lao People's Democratic Republic,credit,internal transfer
7201,T07202,C0453,381.18,2024-08-13T00:00:00,CP36777,Germany,debit,cash
7202,T07203,C0331,482.63,2024-11-14T00:00:00,CP91044,Switzerland,debit,cash
7203,T07204,C0541,4276.73,2024-07-10T00:00:00,CP94560,Germany,debit,online payment
7204,T07205,C0584,3342.44,2024-07-03T00:00:00,CP41439,Austria,credit,wire
7205,T07206,C0875,4.2,2024-08-25T00:00:00,CP51429,Finland,debit,cash
7206,T07207,C0829,253.92,2024-07-07T00:00:00,CP95316,Denmark,credit,online payment
7207,T07208,C0078,3188.48,2024-04-22T00:00:00,CP46432,Denmark,credit,internal transfer
7208,T07209,C0492,4298.75,2024-03-31T00:00:00,CP40750,Sweden,debit,internal transfer
7209,T07210,C0050,829.83,2024-08-26T00:00:00,CP83099,France,credit,cash
7210,T07211,C0176,602.41,2024-04-10T00:00:00,CP19990,Austria,credit,wire
7211,T07212,C0027,2576.29,2024-02-16T00:00:00,CP28391,Germany,credit,online payment
7212,T07213,C0258,1036.71,2024-06-02T00:00:00,CP41275,Spain,credit,cash
7213,T07214,C0761,1301.71,2024-11-23T00:00:00,CP99201,Austria,debit,online payment
7214,T07215,C0846,7677.45,2024-03-27T00:00:00,CP50440,Netherlands,debit,internal transfer
7215,T07216,C0211,2731.24,2024-11-21T00:00:00,CP19307,Germany,debit,online payment
7216,T07217,C0944,625.73,2024-07-31T00:00:00,CP11736,Netherlands,credit,internal transfer
7217,T07218,C0436,1091.93,2024-10-29T00:00:00,CP61020,Spain,credit,wire
7218,T07219,C0117,2584.83,2024-07-12T00:00:00,CP87979,Switzerland,debit,wire
7219,T07220,C0642,1066.21,2024-08-16T00:00:00,CP50568,Denmark,credit,internal transfer
7220,T07221,C0622,216.15,2024-03-16T00:00:00,CP18370,Germany,debit,cash
7221,T07222,C0532,4880.52,2024-11-02T00:00:00,CP92421,Italy,credit,internal transfer
7222,T07223,C0038,974.73,2024-01-05T00:00:00,CP65671,Spain,debit,online payment
7223,T07224,C0080,3787.64,2024-05-16T00:00:00,CP67379,Germany,debit,online payment
7224,T07225,C0086,861.55,2024-01-05T00:00:00,CP23418,Switzerland,debit,online payment
7225,T07226,C0111,4613.02,2024-06-12T00:00:00,CP10291,Belgium,credit,cash
7226,T07227,C0143,2597.65,2024-04-07T00:00:00,CP20668,Netherlands,debit,wire
7227,T07228,C0426,90.2,2024-05-10T00:00:00,CP16907,Austria,credit,wire
7228,T07229,C0192,4824.01,2024-09-03T00:00:00,CP31634,Finland,credit,online payment
7229,T07230,C0572,5272.09,2024-11-13T00:00:00,CP80927,Netherlands,debit,cash
7230,T07231,C0426,3113.72,2024-09-18T00:00:00,CP39731,Norway,debit,online payment
7231,T07232,C0655,286.97,2024-03-29T00:00:00,CP17874,Spain,credit,wire
7232,T07233,C0568,992.24,2024-02-10T00:00:00,CP44638,Italy,credit,internal transfer
7233,T07234,C0766,2421.43,2024-10-07T00:00:00,CP48713,Austria,debit,online payment
7234,T07235,C0145,930.19,2024-08-24T00:00:00,CP91065,Germany,debit,online payment
7235,T07236,C0405,2878.21,2024-11-12T00:00:00,CP89234,Germany,credit,online payment
7236,T07237,C0834,2024.78,2024-08-19T00:00:00,CP76224,Denmark,debit,wire
7237,T07238,C0897,605.64,2024-01-17T00:00:00,CP18081,Finland,debit,cash
7238,T07239,C0663,139.66,2024-02-13T00:00:00,CP46472,Germany,debit,internal transfer
7239,T07240,C0859,628.56,2024-05-11T00:00:00,CP61413,Austria,debit,internal transfer
7240,T07241,C0015,2052.43,2024-04-24T00:00:00,CP74007,Sweden,credit,internal transfer
7241,T07242,C0174,566.56,2024-09-30T00:00:00,CP65461,Norway,credit,online payment
7242,T07243,C0070,2534.56,2024-06-30T00:00:00,CP85866,Finland,debit,wire
7243,T07244,C0378,371.83,2024-12-26T00:00:00,CP52212,Spain,debit,internal transfer
7244,T07245,C0758,1827.46,2024-11-03T00:00:00,CP45816,Belgium,credit,online payment
7245,T07246,C0468,7400.77,2024-12-03T00:00:00,CP71674,Austria,credit,cash
7246,T07247,C0715,1148.3,2024-09-07T00:00:00,CP89797,Norway,credit,online payment
7247,T07248,C0516,373.71,2024-04-27T00:00:00,CP13763,Norway,credit,internal transfer
7248,T07249,C0349,754.9,2024-09-01T00:00:00,CP85337,Belgium,credit,internal transfer
7249,T07250,C0481,2158.07,2024-11-03T00:00:00,CP94058,Iran,debit,cash
7250,T07251,C0548,3775.89,2024-04-16T00:00:00,CP61111,Denmark,debit,wire
7251,T07252,C0455,1140.26,2024-08-28T00:00:00,CP50879,Norway,credit,cash
7252,T07253,C0738,1965.58,2024-01-21T00:00:00,CP58361,Spain,credit,cash
7253,T07254,C0601,492.87,2024-05-19T00:00:00,CP98165,Austria,debit,internal transfer
7254,T07255,C0549,218.24,2024-01-03T00:00:00,CP46797,Switzerland,credit,internal transfer
7255,T07256,C0837,3754.31,2024-10-18T00:00:00,CP17297,Denmark,credit,wire
7256,T07257,C0999,539.38,2024-08-10T00:00:00,CP13331,Spain,debit,internal transfer
7257,T07258,C0896,286.28,2024-07-01T00:00:00,CP82291,Germany,debit,cash
7258,T07259,C0648,1054.64,2024-11-19T00:00:00,CP60209,Sweden,debit,cash
7259,T07260,C0436,2522.41,2024-11-12T00:00:00,CP64938,Germany,debit,wire
7260,T07261,C0217,883.93,2024-12-12T00:00:00,CP71342,France,credit,internal transfer
7261,T07262,C0929,4983.84,2024-01-09T00:00:00,CP73723,Denmark,debit,internal transfer
7262,T07263,C0335,3732.02,2024-03-28T00:00:00,CP21412,Finland,credit,cash
7263,T07264,C0059,185.55,2024-05-28T00:00:00,CP26977,Norway,credit,cash
7264,T07265,C0399,361.11,2024-03-11T00:00:00,CP59766,Netherlands,credit,internal transfer
7265,T07266,C0319,3646.01,2024-05-26T00:00:00,CP23603,Germany,credit,online payment
7266,T07267,C0540,47.23,2024-03-07T00:00:00,CP46362,Germany,debit,cash
7267,T07268,C0354,1746.6,2024-02-01T00:00:00,CP75760,Italy,credit,cash
7268,T07269,C0358,8110.35,2024-11-06T00:00:00,CP92995,Viet Nam,credit,cash
7269,T07270,C0240,776.18,2024-07-10T00:00:00,CP41510,Germany,credit,wire
7270,T07271,C0345,342.71,2024-05-21T00:00:00,CP94005,Belgium,debit,internal transfer
7271,T07272,C0251,1272.13,2024-08-20T00:00:00,CP87425,Switzerland,debit,internal transfer
7272,T07273,C0339,77.62,2024-08-16T00:00:00,CP64703,Finland,debit,internal transfer
7273,T07274,C0944,2290.17,2024-07-04T00:00:00,CP52302,Austria,debit,cash
7274,T07275,C0470,4527.72,2024-09-05T00:00:00,CP43031,Belgium,debit,internal transfer
7275,T07276,C0574,3347.08,2024-06-29T00:00:00,CP30278,Norway,credit,internal transfer
7276,T07277,C0339,158.19,2024-03-28T00:00:00,CP53379,Austria,debit,internal transfer
7277,T07278,C0961,3404.96,2024-10-09T00:00:00,CP48068,Denmark,credit,wire
7278,T07279,C0430,1224.85,2024-10-30T00:00:00,CP93915,Spain,debit,wire
7279,T07280,C0053,171.75,2024-09-08T00:00:00,CP52548,Netherlands,credit,cash
7280,T07281,C0792,372.41,2024-03-21T00:00:00,CP72953,Austria,debit,internal transfer
7281,T07282,C0604,2784.74,2024-03-30T00:00:00,CP91417,Netherlands,credit,cash
7282,T07283,C0281,1653.85,2024-08-07T00:00:00,CP52959,"Virgin Islands, British",debit,cash
7283,T07284,C0899,353.73,2024-11-15T00:00:00,CP62089,Algeria,credit,cash
7284,T07285,C0509,588.19,2024-10-26T00:00:00,CP83890,Norway,credit,cash
7285,T07286,C0632,108.35,2024-01-31T00:00:00,CP39369,Switzerland,credit,cash
7286,T07287,C0681,1455.51,2024-05-17T00:00:00,CP14986,Norway,credit,cash
7287,T07288,C0449,1.84,2024-10-13T00:00:00,CP44370,Germany,credit,wire
7288,T07289,C0778,187.91,2024-10-19T00:00:00,CP20767,Belgium,credit,online payment
7289,T07290,C0964,276.0,2024-03-14T00:00:00,CP64375,Belgium,debit,wire
7290,T07291,C0578,2692.58,2024-08-28T00:00:00,CP51964,Belgium,debit,cash
7291,T07292,C0227,3629.93,2024-10-05T00:00:00,CP54657,Spain,credit,online payment
7292,T07293,C0071,2456.3,2024-04-13T00:00:00,CP98567,Italy,credit,online payment
7293,T07294,C0965,1874.37,2024-09-03T00:00:00,CP59167,Sweden,credit,internal transfer
7294,T07295,C0723,569.13,2024-03-23T00:00:00,CP90612,France,credit,cash
7295,T07296,C0292,1079.93,2024-06-08T00:00:00,CP27149,Belgium,credit,cash
7296,T07297,C0741,1139.69,2024-03-26T00:00:00,CP12852,Switzerland,credit,wire
7297,T07298,C0278,122.8,2024-06-30T00:00:00,CP28446,Germany,credit,online payment
7298,T07299,C0023,1014.57,2024-05-05T00:00:00,CP36803,Sweden,debit,online payment
7299,T07300,C0270,4328.15,2024-02-09T00:00:00,CP19037,Italy,credit,cash
7300,T07301,C0540,1826.68,2024-09-26T00:00:00,CP75015,Finland,credit,internal transfer
7301,T07302,C0194,1191.4,2024-09-23T00:00:00,CP33535,Denmark,debit,cash
7302,T07303,C0667,963.82,2024-06-27T00:00:00,CP89066,Netherlands,debit,online payment
7303,T07304,C0915,3548.26,2024-12-03T00:00:00,CP38640,Germany,credit,internal transfer
7304,T07305,C0709,1416.88,2024-05-26T00:00:00,CP23423,France,debit,internal transfer
7305,T07306,C0729,6177.82,2024-02-03T00:00:00,CP73040,France,debit,online payment
7306,T07307,C0088,3263.86,2024-07-15T00:00:00,CP16326,Germany,debit,cash
7307,T07308,C0252,452.13,2024-12-12T00:00:00,CP40330,Germany,credit,cash
7308,T07309,C0063,1404.79,2024-07-10T00:00:00,CP48256,Sweden,credit,cash
7309,T07310,C0289,181.68,2024-11-28T00:00:00,CP49500,Denmark,debit,wire
7310,T07311,C0256,1088.21,2024-08-08T00:00:00,CP17106,Netherlands,credit,wire
7311,T07312,C0681,398.69,2024-01-09T00:00:00,CP92635,France,credit,internal transfer
7312,T07313,C0620,5002.81,2024-02-14T00:00:00,CP39165,Austria,credit,cash
7313,T07314,C0483,4829.14,2024-10-03T00:00:00,CP16328,Denmark,debit,wire
7314,T07315,C0749,344.77,2024-02-04T00:00:00,CP14117,Bolivia,debit,internal transfer
7315,T07316,C0595,549.65,2024-07-31T00:00:00,CP73638,Spain,debit,online payment
7316,T07317,C0743,7496.48,2024-07-30T00:00:00,CP75361,Finland,debit,online payment
7317,T07318,C0963,1223.82,2024-08-25T00:00:00,CP69627,Germany,credit,cash
7318,T07319,C0246,3838.89,2024-06-24T00:00:00,CP69787,Finland,credit,online payment
7319,T07320,C0387,745.47,2024-06-27T00:00:00,CP49163,Italy,credit,online payment
7320,T07321,C0339,1921.95,2024-01-30T00:00:00,CP37266,Italy,debit,online payment
7321,T07322,C0257,4595.48,2024-09-15T00:00:00,CP24526,Spain,debit,internal transfer
7322,T07323,C0629,803.42,2024-12-22T00:00:00,CP42783,Switzerland,credit,online payment
7323,T07324,C0207,887.04,2024-02-26T00:00:00,CP24139,Denmark,debit,online payment
7324,T07325,C0924,103.69,2024-07-14T00:00:00,CP91823,Norway,debit,internal transfer
7325,T07326,C0210,1707.56,2024-07-09T00:00:00,CP36925,Switzerland,credit,wire
7326,T07327,C0241,3458.53,2024-10-02T00:00:00,CP91037,Norway,debit,internal transfer
7327,T07328,C0750,2781.47,2024-04-08T00:00:00,CP42701,Spain,debit,wire
7328,T07329,C0194,2115.72,2024-02-12T00:00:00,CP36971,Belgium,credit,internal transfer
7329,T07330,C0374,2270.85,2024-02-05T00:00:00,CP50806,Angola,debit,cash
7330,T07331,C0998,2127.41,2024-06-10T00:00:00,CP54087,Netherlands,credit,online payment
7331,T07332,C0765,3078.57,2024-08-25T00:00:00,CP12993,Netherlands,credit,wire
7332,T07333,C0147,944.86,2024-01-09T00:00:00,CP66644,Austria,debit,internal transfer
7333,T07334,C0142,3221.68,2024-08-04T00:00:00,CP11861,Austria,credit,wire
7334,T07335,C0395,1159.7,2024-02-24T00:00:00,CP51920,Austria,debit,wire
7335,T07336,C0648,13970.91,2024-06-01T00:00:00,CP50069,Belgium,debit,online payment
7336,T07337,C0835,1414.67,2024-08-11T00:00:00,CP30602,Denmark,debit,wire
7337,T07338,C0110,5392.6,2024-08-03T00:00:00,CP47440,Italy,debit,internal transfer
7338,T07339,C0576,8279.17,2024-05-10T00:00:00,CP96625,Germany,debit,cash
7339,T07340,C0140,1207.22,2024-10-23T00:00:00,CP69455,Belgium,debit,cash
7340,T07341,C0256,112.15,2024-10-25T00:00:00,CP46945,Spain,debit,online payment
7341,T07342,C0055,1148.18,2024-06-16T00:00:00,CP72650,Norway,debit,internal transfer
7342,T07343,C0941,369.95,2024-03-26T00:00:00,CP97385,Switzerland,debit,internal transfer
7343,T07344,C0035,343.2,2024-07-03T00:00:00,CP76485,Norway,credit,cash
7344,T07345,C0635,461.96,2024-08-24T00:00:00,CP24635,Italy,credit,internal transfer
7345,T07346,C0165,937.57,2024-04-02T00:00:00,CP80387,Finland,debit,wire
7346,T07347,C0271,1513.12,2024-10-13T00:00:00,CP88982,Norway,debit,online payment
7347,T07348,C0916,176.86,2024-12-08T00:00:00,CP87262,Finland,debit,cash
7348,T07349,C0977,6481.34,2024-11-04T00:00:00,CP56954,Sweden,credit,online payment
7349,T07350,C0975,172.31,2024-12-13T00:00:00,CP53753,Netherlands,credit,wire
7350,T07351,C0640,1746.35,2024-12-27T00:00:00,CP86543,Austria,debit,cash
7351,T07352,C0283,752.49,2024-07-20T00:00:00,CP96089,Finland,debit,internal transfer
7352,T07353,C0301,12922.02,2024-08-09T00:00:00,CP42954,Switzerland,debit,internal transfer
7353,T07354,C0786,775.53,2024-05-01T00:00:00,CP86569,Austria,credit,wire
7354,T07355,C0007,61.27,2024-02-07T00:00:00,CP58549,Sweden,debit,cash
7355,T07356,C0174,722.4,2024-03-20T00:00:00,CP78985,Austria,credit,online payment
7356,T07357,C0385,1368.43,2024-07-06T00:00:00,CP53284,Bolivia,credit,cash
7357,T07358,C0262,1361.29,2024-01-05T00:00:00,CP19060,Denmark,debit,internal transfer
7358,T07359,C0515,1773.09,2024-09-06T00:00:00,CP88527,Switzerland,credit,cash
7359,T07360,C0704,851.28,2024-01-24T00:00:00,CP26375,Switzerland,debit,cash
7360,T07361,C0915,2309.45,2024-07-11T00:00:00,CP69169,Norway,credit,internal transfer
7361,T07362,C0962,88.92,2024-11-11T00:00:00,CP99007,Spain,credit,internal transfer
7362,T07363,C0772,518.86,2024-09-07T00:00:00,CP28776,Belgium,debit,online payment
7363,T07364,C0777,2052.66,2024-06-24T00:00:00,CP15827,Switzerland,debit,cash
7364,T07365,C0761,274.33,2024-09-14T00:00:00,CP13651,Denmark,credit,internal transfer
7365,T07366,C0059,3193.6,2024-06-07T00:00:00,CP97298,France,credit,wire
7366,T07367,C0079,1237.66,2024-12-30T00:00:00,CP14253,Italy,credit,internal transfer
7367,T07368,C0849,2017.06,2024-05-03T00:00:00,CP45369,Netherlands,debit,online payment
7368,T07369,C0718,3802.46,2024-01-22T00:00:00,CP98201,Belgium,debit,online payment
7369,T07370,C0255,223.75,2024-02-20T00:00:00,CP39040,Norway,debit,wire
7370,T07371,C0680,707.85,2024-09-06T00:00:00,CP86992,Austria,debit,online payment
7371,T07372,C0633,272.79,2024-12-16T00:00:00,CP21508,Italy,credit,cash
7372,T07373,C0395,4329.87,2024-06-28T00:00:00,CP73102,Germany,credit,online payment
7373,T07374,C0332,3703.42,2024-09-06T00:00:00,CP55260,Belgium,credit,wire
7374,T07375,C0296,2085.96,2024-09-14T00:00:00,CP97377,Switzerland,credit,online payment
7375,T07376,C0895,449.34,2024-03-05T00:00:00,CP83603,France,credit,wire
7376,T07377,C0773,1020.36,2024-12-17T00:00:00,CP75814,Netherlands,debit,online payment
7377,T07378,C0347,5062.14,2024-06-30T00:00:00,CP99136,France,debit,internal transfer
7378,T07379,C0054,1099.5,2024-07-19T00:00:00,CP78297,Spain,credit,wire
7379,T07380,C0958,1418.92,2024-06-26T00:00:00,CP56998,Italy,credit,online payment
7380,T07381,C0761,1262.58,2024-12-20T00:00:00,CP52611,Finland,credit,cash
7381,T07382,C0374,3613.96,2024-12-12T00:00:00,CP64578,Spain,credit,wire
7382,T07383,C0083,3926.58,2024-07-31T00:00:00,CP83358,Finland,credit,wire
7383,T07384,C0597,4441.76,2024-01-23T00:00:00,CP84143,France,credit,online payment
7384,T07385,C0246,1091.45,2024-05-02T00:00:00,CP60857,France,credit,internal transfer
7385,T07386,C0257,1046.24,2024-01-08T00:00:00,CP54778,Spain,credit,internal transfer
7386,T07387,C0583,4284.48,2024-06-09T00:00:00,CP25652,Democratic Republic of the Congo,debit,online payment
7387,T07388,C0713,1066.55,2024-02-06T00:00:00,CP38715,France,credit,online payment
7388,T07389,C0213,1768.68,2024-07-31T00:00:00,CP34625,Denmark,credit,cash
7389,T07390,C0192,282.43,2024-07-09T00:00:00,CP19783,Netherlands,debit,online payment
7390,T07391,C0524,321.72,2024-07-21T00:00:00,CP89559,Austria,debit,wire
7391,T07392,C0414,139.51,2024-03-06T00:00:00,CP20685,Norway,credit,online payment
7392,T07393,C0972,314.07,2024-12-29T00:00:00,CP66315,Norway,debit,cash
7393,T07394,C0926,1676.38,2024-06-08T00:00:00,CP83143,Germany,debit,online payment
7394,T07395,C0860,2852.66,2024-07-17T00:00:00,CP85986,Sweden,credit,online payment
7395,T07396,C0498,1612.39,2024-09-26T00:00:00,CP73141,France,debit,wire
7396,T07397,C0585,2802.12,2024-09-16T00:00:00,CP92244,Spain,credit,internal transfer
7397,T07398,C0622,9292.42,2024-04-11T00:00:00,CP21177,Norway,credit,online payment
7398,T07399,C0586,1106.27,2024-04-24T00:00:00,CP17661,Netherlands,credit,cash
7399,T07400,C0356,353.56,2024-11-17T00:00:00,CP16678,Viet Nam,debit,online payment
7400,T07401,C0267,2466.26,2024-07-18T00:00:00,CP84803,Denmark,debit,online payment
7401,T07402,C0897,3553.09,2024-04-03T00:00:00,CP33649,Germany,credit,wire
7402,T07403,C0781,854.03,2024-10-15T00:00:00,CP20299,Belgium,credit,internal transfer
7403,T07404,C0433,576.54,2024-04-30T00:00:00,CP10566,Sweden,debit,internal transfer
7404,T07405,C0964,256.81,2024-09-04T00:00:00,CP46905,Austria,credit,internal transfer
7405,T07406,C0416,1765.76,2024-01-06T00:00:00,CP24496,Norway,debit,online payment
7406,T07407,C0500,990.08,2024-02-25T00:00:00,CP89421,Austria,debit,wire
7407,T07408,C0093,1691.05,2024-09-14T00:00:00,CP65738,Austria,debit,wire
7408,T07409,C0250,1257.31,2024-12-15T00:00:00,CP95404,Italy,debit,online payment
7409,T07410,C0018,3626.23,2024-07-04T00:00:00,CP97471,Spain,debit,wire
7410,T07411,C0355,512.94,2024-07-17T00:00:00,CP10580,Finland,debit,internal transfer
7411,T07412,C0431,3103.44,2024-03-29T00:00:00,CP35250,Italy,credit,wire
7412,T07413,C0013,1066.24,2024-06-27T00:00:00,CP64680,Austria,credit,online payment
7413,T07414,C0482,461.56,2024-06-29T00:00:00,CP74268,Italy,debit,online payment
7414,T07415,C0466,935.89,2024-11-13T00:00:00,CP47923,Sweden,debit,cash
7415,T07416,C0171,2907.87,2024-09-23T00:00:00,CP50552,Netherlands,credit,cash
7416,T07417,C0820,134.17,2024-06-01T00:00:00,CP11100,Finland,credit,wire
7417,T07418,C0859,7325.87,2024-01-19T00:00:00,CP38454,Spain,credit,wire
7418,T07419,C0876,2729.01,2024-08-28T00:00:00,CP36638,Netherlands,credit,online payment
7419,T07420,C0019,491.81,2024-03-06T00:00:00,CP50440,Spain,credit,cash
7420,T07421,C0786,1483.67,2024-12-29T00:00:00,CP68260,Viet Nam,credit,cash
7421,T07422,C0312,4003.09,2024-07-14T00:00:00,CP37134,France,credit,internal transfer
7422,T07423,C0767,3157.85,2024-03-06T00:00:00,CP99589,Belgium,credit,internal transfer
7423,T07424,C0743,520.83,2024-06-23T00:00:00,CP64153,Austria,debit,online payment
7424,T07425,C0083,246.45,2024-09-20T00:00:00,CP29824,Germany,credit,online payment
7425,T07426,C0014,6724.44,2024-10-03T00:00:00,CP10433,Norway,debit,online payment
7426,T07427,C0704,3703.89,2024-12-10T00:00:00,CP86374,Germany,credit,online payment
7427,T07428,C0338,1408.72,2024-07-30T00:00:00,CP28184,France,credit,cash
7428,T07429,C0678,138.93,2024-06-20T00:00:00,CP36197,Austria,credit,online payment
7429,T07430,C0941,2096.43,2024-12-06T00:00:00,CP18398,Italy,credit,online payment
7430,T07431,C0728,217.34,2024-12-01T00:00:00,CP31440,Germany,credit,cash
7431,T07432,C0515,2871.88,2024-08-26T00:00:00,CP73494,Iran,debit,internal transfer
7432,T07433,C0815,1847.12,2024-04-17T00:00:00,CP93564,Denmark,credit,online payment
7433,T07434,C0401,1102.94,2024-07-20T00:00:00,CP39954,Switzerland,debit,internal transfer
7434,T07435,C0402,2104.98,2024-11-11T00:00:00,CP49808,Italy,debit,cash
7435,T07436,C0492,385.2,2024-02-07T00:00:00,CP95202,Finland,credit,internal transfer
7436,T07437,C0253,344.82,2024-06-16T00:00:00,CP86220,Switzerland,debit,cash
7437,T07438,C0528,656.68,2024-01-06T00:00:00,CP35230,Spain,credit,online payment
7438,T07439,C0206,7560.04,2024-09-08T00:00:00,CP90099,Italy,credit,internal transfer
7439,T07440,C0051,2525.5,2024-12-07T00:00:00,CP97034,Norway,credit,online payment
7440,T07441,C0616,651.68,2024-01-16T00:00:00,CP39480,Germany,debit,wire
7441,T07442,C0503,896.41,2024-06-25T00:00:00,CP92960,Sweden,credit,wire
7442,T07443,C0706,441.13,2024-02-25T00:00:00,CP96527,Switzerland,debit,internal transfer
7443,T07444,C0206,337.55,2024-05-08T00:00:00,CP54951,Finland,credit,cash
7444,T07445,C0130,3734.14,2024-08-17T00:00:00,CP53256,Italy,credit,internal transfer
7445,T07446,C0425,1201.6,2024-02-20T00:00:00,CP86290,Switzerland,debit,cash
7446,T07447,C0647,838.02,2024-05-07T00:00:00,CP17145,Belgium,debit,wire
7447,T07448,C0379,1031.03,2024-08-20T00:00:00,CP82803,Germany,debit,cash
7448,T07449,C0064,1217.91,2024-02-04T00:00:00,CP26489,France,debit,wire
7449,T07450,C0718,3905.6,2024-07-22T00:00:00,CP53222,Sweden,debit,internal transfer
7450,T07451,C0156,668.26,2024-11-14T00:00:00,CP48287,Italy,debit,online payment
7451,T07452,C0815,1560.95,2024-02-06T00:00:00,CP75601,Spain,credit,online payment
7452,T07453,C0365,348.64,2024-11-02T00:00:00,CP76234,Switzerland,debit,online payment
7453,T07454,C0244,1417.25,2024-03-27T00:00:00,CP10521,Netherlands,credit,cash
7454,T07455,C0929,2496.84,2024-06-16T00:00:00,CP25834,Norway,credit,online payment
7455,T07456,C0284,1769.11,2024-08-14T00:00:00,CP75097,Finland,credit,cash
7456,T07457,C0424,624.62,2024-02-15T00:00:00,CP42255,Germany,credit,online payment
7457,T07458,C0410,2588.4,2024-07-28T00:00:00,CP56143,Belgium,credit,cash
7458,T07459,C0452,1068.64,2024-06-26T00:00:00,CP28044,Austria,debit,cash
7459,T07460,C0521,4650.19,2024-03-26T00:00:00,CP27547,Norway,credit,wire
7460,T07461,C0721,5862.93,2024-07-17T00:00:00,CP24224,Switzerland,credit,wire
7461,T07462,C0860,1676.33,2024-06-16T00:00:00,CP96055,Italy,credit,internal transfer
7462,T07463,C0276,2464.98,2024-10-15T00:00:00,CP97347,Sweden,debit,wire
7463,T07464,C0835,47.97,2024-03-08T00:00:00,CP83757,Finland,debit,cash
7464,T07465,C0313,1650.61,2024-05-14T00:00:00,CP86074,Denmark,debit,wire
7465,T07466,C0798,703.38,2024-12-09T00:00:00,CP43557,Belgium,debit,wire
7466,T07467,C0759,3909.14,2024-08-22T00:00:00,CP72948,Finland,credit,wire
7467,T07468,C0854,3308.74,2024-07-28T00:00:00,CP61784,Spain,debit,cash
7468,T07469,C0079,2559.04,2024-05-01T00:00:00,CP81084,Spain,credit,cash
7469,T07470,C0549,3718.89,2024-06-24T00:00:00,CP91963,Switzerland,debit,internal transfer
7470,T07471,C0349,33.19,2024-01-18T00:00:00,CP86365,Norway,debit,wire
7471,T07472,C0872,189.51,2024-07-07T00:00:00,CP87901,Switzerland,debit,wire
7472,T07473,C0355,2547.81,2024-08-15T00:00:00,CP77576,Sweden,debit,cash
7473,T07474,C0193,305.48,2024-04-16T00:00:00,CP83966,Germany,credit,internal transfer
7474,T07475,C0714,2106.36,2024-07-05T00:00:00,CP87483,France,debit,internal transfer
7475,T07476,C0775,417.17,2024-01-08T00:00:00,CP25338,Austria,credit,cash
7476,T07477,C0594,3030.05,2024-02-14T00:00:00,CP30215,Austria,credit,wire
7477,T07478,C0653,1231.17,2024-07-31T00:00:00,CP60182,Italy,credit,internal transfer
7478,T07479,C0109,1650.71,2024-06-16T00:00:00,CP97995,Belgium,credit,internal transfer
7479,T07480,C0236,1054.46,2024-12-27T00:00:00,CP79606,Belgium,credit,wire
7480,T07481,C0505,1531.04,2024-08-12T00:00:00,CP27801,Cameroon,credit,internal transfer
7481,T07482,C0001,2210.92,2024-01-15T00:00:00,CP39293,Norway,credit,wire
7482,T07483,C0949,2009.62,2024-04-19T00:00:00,CP82165,Norway,debit,internal transfer
7483,T07484,C0963,1593.16,2024-02-04T00:00:00,CP30701,Italy,credit,internal transfer
7484,T07485,C0012,2840.54,2024-10-22T00:00:00,CP90976,France,debit,cash
7485,T07486,C0438,1008.42,2024-09-01T00:00:00,CP66178,Venezuela,debit,internal transfer
7486,T07487,C0226,1169.93,2024-01-09T00:00:00,CP36128,Finland,credit,wire
7487,T07488,C0663,1173.25,2024-05-31T00:00:00,CP42796,Switzerland,credit,internal transfer
7488,T07489,C0516,506.66,2024-07-11T00:00:00,CP57395,Germany,debit,cash
7489,T07490,C0431,1319.48,2024-08-23T00:00:00,CP93964,Sweden,debit,internal transfer
7490,T07491,C0104,1731.7,2024-12-22T00:00:00,CP10329,Spain,credit,online payment
7491,T07492,C0356,1040.51,2024-06-15T00:00:00,CP74275,Spain,credit,wire
7492,T07493,C0825,676.55,2024-04-09T00:00:00,CP87195,Spain,debit,online payment
7493,T07494,C0418,1343.24,2024-01-18T00:00:00,CP51634,Switzerland,debit,cash
7494,T07495,C0267,992.18,2024-08-18T00:00:00,CP36375,Finland,credit,online payment
7495,T07496,C0616,559.4,2024-07-19T00:00:00,CP42932,Myanmar,debit,internal transfer
7496,T07497,C0744,1817.6,2024-10-29T00:00:00,CP54789,Netherlands,debit,wire
7497,T07498,C0278,8801.75,2024-10-08T00:00:00,CP95695,Spain,credit,online payment
7498,T07499,C0546,1367.0,2024-05-03T00:00:00,CP96649,Netherlands,debit,internal transfer
